Count;Channel;Notes;Velocity
1442;1;66;25
1443;1;66;0
1444;1;68;30
1445;1;68;0
1446;1;60;33
1447;1;60;0
1448;1;66;26
1449;1;66;0
1450;1;68;34
1451;1;64;24
1452;1;64;0
1453;1;72;0
1454;1;68;0
1455;1;73;58
1456;1;61;33
1457;1;64;56
1458;1;64;127
1459;1;61;0
1460;1;64;28
1461;1;64;0
1462;1;68;29
1463;1;68;0
1464;1;61;28
1465;1;61;0
1466;1;64;32
1467;1;64;0
1468;1;68;31
1469;1;68;0
1470;1;61;31
1471;1;61;0
1472;1;65;25
1473;1;65;0
1474;1;68;34
1475;1;64;104
1476;1;64;0
1477;1;73;0
1478;1;68;0
1479;1;61;45
1480;1;73;71
1481;1;64;72
1482;1;64;127
1483;1;61;0
1484;1;65;28
1485;1;65;0
1486;1;68;43
1487;1;61;38
1488;1;73;0
1489;1;68;0
1490;1;74;64
1491;1;64;0
1492;1;64;104
1493;1;64;127
1494;1;61;0
1495;1;66;39
1496;1;66;0
1497;1;69;31
1498;1;64;0
1499;1;69;0
1500;1;61;49
1501;1;64;56
1502;1;64;127
1503;1;61;0
1504;1;66;42
1505;1;66;0
1506;1;69;25
1507;1;64;72
1508;1;64;0
1509;1;69;0
1510;1;57;70
1511;1;61;57
1512;1;64;56
1513;1;64;127
1514;1;61;0
1515;1;66;28
1516;1;66;0
1517;1;69;41
1518;1;57;0
1519;1;74;0
1520;1;69;0
1521;1;61;44
1522;1;72;60
1523;1;64;104
1524;1;64;0
1525;1;64;104
1526;1;64;127
1527;1;61;0
1528;1;66;29
1529;1;66;0
1530;1;69;35
1531;1;72;0
1532;1;69;0
1533;1;73;46
1534;1;61;33
1535;1;64;0
1536;1;64;104
1537;1;64;127
1538;1;61;0
1539;1;65;27
1540;1;65;0
1541;1;68;34
1542;1;68;0
1543;1;61;30
1544;1;61;0
1545;1;65;27
1546;1;65;0
1547;1;68;35
1548;1;68;0
1549;1;61;30
1550;1;61;0
1551;1;65;26
1552;1;65;0
1553;1;68;37
1554;1;73;0
1555;1;68;0
1556;1;61;49
1557;1;73;65
1558;1;61;0
1559;1;65;34
1560;1;65;0
1561;1;68;37
1562;1;61;44
1563;1;73;0
1564;1;68;0
1565;1;74;88
1566;1;61;0
1567;1;66;38
1568;1;66;0
1569;1;69;26
1570;1;64;56
1571;1;64;0
1572;1;69;0
1573;1;61;45
1574;1;64;40
1575;1;64;127
1576;1;61;0
1577;1;66;23
1578;1;66;0
1579;1;69;36
1580;1;64;24
1581;1;64;0
1582;1;69;0
1583;1;57;60
1584;1;61;59
1585;1;64;56
1586;1;64;127
1587;1;61;0
1588;1;66;35
1589;1;66;0
1590;1;69;46
1591;1;64;72
1592;1;64;0
1593;1;57;0
1594;1;74;0
1595;1;69;0
1596;1;61;36
1597;1;72;58
1598;1;64;72
1599;1;64;127
1600;1;61;0
1601;1;66;31
1602;1;66;0
1603;1;69;33
1604;1;72;0
1605;1;69;0
1606;1;73;46
1607;1;61;31
1608;1;64;104
1609;1;64;24
1610;1;64;0
1611;1;64;88
1612;1;64;127
1613;1;61;0
1614;1;65;31
1615;1;65;0
1616;1;68;27
1617;1;68;0
1618;1;61;34
1619;1;61;0
1620;1;65;26
1621;1;65;0
1622;1;68;37
1623;1;64;72
1624;1;64;0
1625;1;73;0
1626;1;68;0
1627;1;61;18
1628;1;73;57
1629;1;64;40
1630;1;64;127
1631;1;61;0
1632;1;66;28
1633;1;66;0
1634;1;69;29
1635;1;69;0
1636;1;61;25
1637;1;61;0
1638;1;66;26
1639;1;66;0
1640;1;69;27
1641;1;73;0
1642;1;69;0
1643;1;71;60
1644;1;59;32
1645;1;64;56
1646;1;64;0
1647;1;64;104
1648;1;64;127
1649;1;59;0
1650;1;66;25
1651;1;66;0
1652;1;69;24
1653;1;69;0
1654;1;59;45
1655;1;59;0
1656;1;66;22
1657;1;66;0
1658;1;69;33
1659;1;69;0
1660;1;59;32
1661;1;59;0
1662;1;66;23
1663;1;66;0
1664;1;69;39
1665;1;64;88
1666;1;64;0
1667;1;71;0
1668;1;69;0
1669;1;59;37
1670;1;71;55
1671;1;64;40
1672;1;64;104
1673;1;64;127
1674;1;59;0
1675;1;64;42
1676;1;64;0
1677;1;68;44
1678;1;64;0
1679;1;71;0
1680;1;68;0
1681;1;57;51
1682;1;69;60
1683;1;64;56
1684;1;64;127
1685;1;57;0
1686;1;64;33
1687;1;64;0
1688;1;68;33
1689;1;64;72
1690;1;64;0
1691;1;69;0
1692;1;68;0
1693;1;57;40
1694;1;69;57
1695;1;64;24
1696;1;64;88
1697;1;64;127
1698;1;57;0
1699;1;63;44
1700;1;63;0
1701;1;66;40
1702;1;64;72
1703;1;64;0
1704;1;69;0
1705;1;66;0
1706;1;68;68
1707;1;64;72
1708;1;64;127
1709;1;63;34
1710;1;63;0
1711;1;66;37
1712;1;64;0
1713;1;68;0
1714;1;66;0
1715;1;68;57
1716;1;64;56
1717;1;64;127
1718;1;61;38
1719;1;61;0
1720;1;64;39
1721;1;68;0
1722;1;64;0
1723;1;66;56
1724;1;64;0
1725;1;64;40
1726;1;64;127
1727;1;61;33
1728;1;61;0
1729;1;63;34
1730;1;63;0
1731;1;61;37
1732;1;61;0
1733;1;63;36
1734;1;64;56
1735;1;66;0
1736;1;63;0
1737;1;68;67
1738;1;64;0
1739;1;64;127
1740;1;61;34
1741;1;61;0
1742;1;63;33
1743;1;68;0
1744;1;63;0
1745;1;69;70
1746;1;57;56
1747;1;64;0
1748;1;64;88
1749;1;64;40
1750;1;64;127
1751;1;57;0
1752;1;61;35
1753;1;61;0
1754;1;63;39
1755;1;64;104
1756;1;69;0
1757;1;63;0
1758;1;68;61
1759;1;64;0
1760;1;64;104
1761;1;64;127
1762;1;61;31
1763;1;61;0
1764;1;64;31
1765;1;64;0
1766;1;61;26
1767;1;61;0
1768;1;64;36
1769;1;64;24
1770;1;68;0
1771;1;64;0
1772;1;68;44
1773;1;64;0
1774;1;64;88
1775;1;64;127
1776;1;60;22
1777;1;60;0
1778;1;63;33
1779;1;68;0
1780;1;63;0
1781;1;60;27
1782;1;60;0
1783;1;63;43
1784;1;64;88
1785;1;64;0
1786;1;63;0
1787;1;61;40
1788;1;64;88
1789;1;64;127
1790;1;61;42
1791;1;61;0
1792;1;61;0
1793;1;61;28
1794;1;61;0
1795;1;64;38
1796;1;64;0
1797;1;61;32
1798;1;61;0
1799;1;64;38
1800;1;64;0
1801;1;61;37
1802;1;61;0
1803;1;64;36
1804;1;64;0
1805;1;64;88
1806;1;64;0
1807;1;64;88
1808;1;64;127
1809;1;63;38
1810;1;63;0
1811;1;66;36
1812;1;66;0
1813;1;63;28
1814;1;63;0
1815;1;66;30
1816;1;66;0
1817;1;63;34
1818;1;63;0
1819;1;66;30
1820;1;66;0
1821;1;63;34
1822;1;63;0
1823;1;66;39
1824;1;66;0
1825;1;64;40
1826;1;64;0
1827;1;64;127
1828;1;64;51
1829;1;64;0
1830;1;61;33
1831;1;61;0
1832;1;68;65
1833;1;68;0
1834;1;64;42
1835;1;64;0
1836;1;73;61
1837;1;73;0
1838;1;68;53
1839;1;68;0
1840;1;76;74
1841;1;76;0
1842;1;73;55
1843;1;64;104
1844;1;64;0
1845;1;73;0
1846;1;80;73
1847;1;64;56
1848;1;64;127
1849;1;80;0
1850;1;76;52
1851;1;76;0
1852;1;73;56
1853;1;73;0
1854;1;72;66
1855;1;64;88
1856;1;64;0
1857;1;64;127
1858;1;72;0
1859;1;75;52
1860;1;75;0
1861;1;69;46
1862;1;69;0
1863;1;72;64
1864;1;72;0
1865;1;66;40
1866;1;66;0
1867;1;69;39
1868;1;69;0
1869;1;63;57
1870;1;63;0
1871;1;66;45
1872;1;66;0
1873;1;57;52
1874;1;64;72
1875;1;64;0
1876;1;57;0
1877;1;60;67
1878;1;64;72
1879;1;64;127
1880;1;60;0
1881;1;61;58
1882;1;64;0
1883;1;64;127
1884;1;61;0
1885;1;64;61
1886;1;64;0
1887;1;61;45
1888;1;61;0
1889;1;68;62
1890;1;68;0
1891;1;64;53
1892;1;64;0
1893;1;73;67
1894;1;73;0
1895;1;68;42
1896;1;68;0
1897;1;76;74
1898;1;76;0
1899;1;73;48
1900;1;64;104
1901;1;64;24
1902;1;64;0
1903;1;73;0
1904;1;80;72
1905;1;64;88
1906;1;64;127
1907;1;80;0
1908;1;76;62
1909;1;76;0
1910;1;73;56
1911;1;73;0
1912;1;72;64
1913;1;64;24
1914;1;64;0
1915;1;64;104
1916;1;64;127
1917;1;72;0
1918;1;75;46
1919;1;75;0
1920;1;69;44
1921;1;69;0
1922;1;72;55
1923;1;72;0
1924;1;66;50
1925;1;66;0
1926;1;69;49
1927;1;69;0
1928;1;63;62
1929;1;63;0
1930;1;66;49
1931;1;66;0
1932;1;57;62
1933;1;64;40
1934;1;64;0
1935;1;57;0
1936;1;60;63
1937;1;64;56
1938;1;64;127
1939;1;60;0
1940;1;64;24
1941;1;61;57
1942;1;64;0
1943;1;64;127
1944;1;61;51
1945;1;61;0
1946;1;61;0
1947;1;64;49
1948;1;64;0
1949;1;61;37
1950;1;61;0
1951;1;61;49
1952;1;61;0
1953;1;64;88
1954;1;64;127
1955;1;61;49
1956;1;61;0
1957;1;61;33
1958;1;64;72
1959;1;64;24
1960;1;64;0
1961;1;61;0
1962;1;0;0
1963;1;49;29
1964;1;37;37
1965;1;56;46
1966;1;56;0
1967;1;56;38
1968;1;56;0
1969;1;56;32
1970;1;56;0
1971;1;56;33
1972;1;56;0
1973;1;37;0
1974;1;49;0
1975;1;47;38
1976;1;35;42
1977;1;56;25
1978;1;56;0
1979;1;56;30
1980;1;56;0
1981;1;56;27
1982;1;56;0
1983;1;56;37
1984;1;56;0
1985;1;35;0
1986;1;47;0
1987;1;45;39
1988;1;33;37
1989;1;33;0
1990;1;45;0
1991;1;42;29
1992;1;30;27
1993;1;30;0
1994;1;42;0
1995;1;44;31
1996;1;56;44
1997;1;32;37
1998;1;56;0
1999;1;56;44
2000;1;56;0
2001;1;32;0
2002;1;44;0
2003;1;32;39
2004;1;44;32
2005;1;56;37
2006;1;56;0
2007;1;44;0
2008;1;32;0
2009;1;54;39
2010;1;54;0
2011;1;52;36
2012;1;44;33
2013;1;37;25
2014;1;49;23
2015;1;52;0
2016;1;56;27
2017;1;56;0
2018;1;56;36
2019;1;56;0
2020;1;56;42
2021;1;56;0
2022;1;56;46
2023;1;56;0
2024;1;44;0
2025;1;37;0
2026;1;49;0
2027;1;48;28
2028;1;44;32
2029;1;56;43
2030;1;36;40
2031;1;56;0
2032;1;56;32
2033;1;56;0
2034;1;56;27
2035;1;56;0
2036;1;56;32
2037;1;56;0
2038;1;36;0
2039;1;44;0
2040;1;48;0
2041;1;56;54
2042;1;49;34
2043;1;37;37
2044;1;56;0
2045;1;56;23
2046;1;56;0
2047;1;37;0
2048;1;49;0
2049;1;42;28
2050;1;30;33
2051;1;30;0
2052;1;42;0
2053;1;47;24
2054;1;35;37
2055;1;56;25
2056;1;56;0
2057;1;56;25
2058;1;56;0
2059;1;35;0
2060;1;47;0
2061;1;35;25
2062;1;47;24
2063;1;47;0
2064;1;35;0
2065;1;40;36
2066;1;52;21
2067;1;56;25
2068;1;56;0
2069;1;56;22
2070;1;56;0
2071;1;56;25
2072;1;56;0
2073;1;56;27
2074;1;56;0
2075;1;52;0
2076;1;40;0
2077;1;40;36
2078;1;52;33
2079;1;55;36
2080;1;55;0
2081;1;55;34
2082;1;55;0
2083;1;55;29
2084;1;55;0
2085;1;55;41
2086;1;55;0
2087;1;52;0
2088;1;40;0
2089;1;50;19
2090;1;55;26
2091;1;38;25
2092;1;55;0
2093;1;55;25
2094;1;55;0
2095;1;55;26
2096;1;55;0
2097;1;55;34
2098;1;55;0
2099;1;38;0
2100;1;50;0
2101;1;36;32
2102;1;48;40
2103;1;55;40
2104;1;55;0
2105;1;48;0
2106;1;36;0
2107;1;47;40
2108;1;55;40
2109;1;35;46
2110;1;55;0
2111;1;35;0
2112;1;47;0
2113;1;55;52
2114;1;46;38
2115;1;34;37
2116;1;55;0
2117;1;54;47
2118;1;54;0
2119;1;34;0
2120;1;46;0
2121;1;35;34
2122;1;54;32
2123;1;47;40
2124;1;54;0
2125;1;54;30
2126;1;54;0
2127;1;47;0
2128;1;35;0
2129;1;55;48
2130;1;40;43
2131;1;55;0
2132;1;40;0
2133;1;43;44
2134;1;52;47
2135;1;43;0
2136;1;52;0
2137;1;54;39
2138;1;42;34
2139;1;54;0
2140;1;54;30
2141;1;54;0
2142;1;42;0
2143;1;42;34
2144;1;54;31
2145;1;30;34
2146;1;54;0
2147;1;54;27
2148;1;54;0
2149;1;30;0
2150;1;42;0
2151;1;47;40
2152;1;35;42
2153;1;35;0
2154;1;47;0
2155;1;40;52
2156;1;52;53
2157;1;52;0
2158;1;40;0
2159;1;55;81
2160;1;43;77
2161;1;43;0
2162;1;55;0
2163;1;52;51
2164;1;40;34
2165;1;40;0
2166;1;52;0
2167;1;47;29
2168;1;35;33
2169;1;35;0
2170;1;47;0
2171;1;52;46
2172;1;40;48
2173;1;40;0
2174;1;52;0
2175;1;55;74
2176;1;43;68
2177;1;43;0
2178;1;55;0
2179;1;52;47
2180;1;40;34
2181;1;40;0
2182;1;52;0
2183;1;35;53
2184;1;47;31
2185;1;47;0
2186;1;35;0
2187;1;44;36
2188;1;32;32
2189;1;32;0
2190;1;44;0
2191;1;41;34
2192;1;29;39
2193;1;29;0
2194;1;41;0
2195;1;42;38
2196;1;30;28
2197;1;30;0
2198;1;42;0
2199;1;35;38
2200;1;55;48
2201;1;47;51
2202;1;55;0
2203;1;55;48
2204;1;55;0
2205;1;47;0
2206;1;35;0
2207;1;54;37
2208;1;36;36
2209;1;48;49
2210;1;54;0
2211;1;54;26
2212;1;54;0
2213;1;48;0
2214;1;36;0
2215;1;49;28
2216;1;37;29
2217;1;49;0
2218;1;54;18
2219;1;54;0
2220;1;49;34
2221;1;49;0
2222;1;54;29
2223;1;54;0
2224;1;37;0
2225;1;49;25
2226;1;37;37
2227;1;49;0
2228;1;54;25
2229;1;54;0
2230;1;56;30
2231;1;37;0
2232;1;56;0
2233;1;49;23
2234;1;37;29
2235;1;37;0
2236;1;49;0
2237;1;53;31
2238;1;53;0
2239;1;56;40
2240;1;56;0
2241;1;54;36
2242;1;30;39
2243;1;37;23
2244;1;42;26
2245;1;54;0
2246;1;30;0
2247;1;37;0
2248;1;42;0
2249;1;53;34
2250;1;41;29
2251;1;49;27
2252;1;49;0
2253;1;41;0
2254;1;53;0
2255;1;42;31
2256;1;54;22
2257;1;54;0
2258;1;42;0
2259;1;39;56
2260;1;51;51
2261;1;51;0
2262;1;39;0
2263;1;49;62
2264;1;37;50
2265;1;37;0
2266;1;49;0
2267;1;36;51
2268;1;48;51
2269;1;44;45
2270;1;44;0
2271;1;48;0
2272;1;36;0
2273;1;44;37
2274;1;48;56
2275;1;36;57
2276;1;36;0
2277;1;48;0
2278;1;44;0
2279;1;49;43
2280;1;44;46
2281;1;37;28
2282;1;37;0
2283;1;44;0
2284;1;49;0
2285;1;42;27
2286;1;30;33
2287;1;30;0
2288;1;42;0
2289;1;43;46
2290;1;31;34
2291;1;31;0
2292;1;43;0
2293;1;32;38
2294;1;44;27
2295;1;44;0
2296;1;32;0
2297;1;44;32
2298;1;32;39
2299;1;48;42
2300;1;48;0
2301;1;51;38
2302;1;51;0
2303;1;56;65
2304;1;48;46
2305;1;48;0
2306;1;51;56
2307;1;56;0
2308;1;51;0
2309;1;48;58
2310;1;48;0
2311;1;51;43
2312;1;51;0
2313;1;54;50
2314;1;48;48
2315;1;48;0
2316;1;51;35
2317;1;44;0
2318;1;54;0
2319;1;32;0
2320;1;51;0
2321;1;32;39
2322;1;44;37
2323;1;52;54
2324;1;52;0
2325;1;44;0
2326;1;32;0
2327;1;44;38
2328;1;32;42
2329;1;52;34
2330;1;52;0
2331;1;56;30
2332;1;56;0
2333;1;52;44
2334;1;52;0
2335;1;56;58
2336;1;56;0
2337;1;52;37
2338;1;52;0
2339;1;56;39
2340;1;56;0
2341;1;52;29
2342;1;52;0
2343;1;56;32
2344;1;32;0
2345;1;44;0
2346;1;56;0
2347;1;51;45
2348;1;32;29
2349;1;44;25
2350;1;51;0
2351;1;54;49
2352;1;54;0
2353;1;44;0
2354;1;32;0
2355;1;44;33
2356;1;52;48
2357;1;32;36
2358;1;52;0
2359;1;56;40
2360;1;56;0
2361;1;32;0
2362;1;44;0
2363;1;32;40
2364;1;44;27
2365;1;44;0
2366;1;32;0
2367;1;32;32
2368;1;44;34
2369;1;54;43
2370;1;54;0
2371;1;51;69
2372;1;54;46
2373;1;54;0
2374;1;51;0
2375;1;49;61
2376;1;54;40
2377;1;54;0
2378;1;49;0
2379;1;44;0
2380;1;32;0
2381;1;44;32
2382;1;32;35
2383;1;48;44
2384;1;54;35
2385;1;54;0
2386;1;56;44
2387;1;56;0
2388;1;56;38
2389;1;56;0
2390;1;54;48
2391;1;48;0
2392;1;54;0
2393;1;51;71
2394;1;54;38
2395;1;54;0
2396;1;51;0
2397;1;49;68
2398;1;54;36
2399;1;54;0
2400;1;44;0
2401;1;32;0
2402;1;49;0
2403;1;32;37
2404;1;48;52
2405;1;44;32
2406;1;54;34
2407;1;54;0
2408;1;56;63
2409;1;56;0
2410;1;56;56
2411;1;56;0
2412;1;54;53
2413;1;48;0
2414;1;54;0
2415;1;50;72
2416;1;54;45
2417;1;54;0
2418;1;50;0
2419;1;49;64
2420;1;54;39
2421;1;54;0
2422;1;32;0
2423;1;44;0
2424;1;49;0
2425;1;44;31
2426;1;32;39
2427;1;48;57
2428;1;54;25
2429;1;54;0
2430;1;56;53
2431;1;56;0
2432;1;56;46
2433;1;56;0
2434;1;54;50
2435;1;44;0
2436;1;48;0
2437;1;32;0
2438;1;54;0
2439;1;45;38
2440;1;33;38
2441;1;49;37
2442;1;52;24
2443;1;52;0
2444;1;49;0
2445;1;49;32
2446;1;49;0
2447;1;52;34
2448;1;52;0
2449;1;33;0
2450;1;45;0
2451;1;30;25
2452;1;42;27
2453;1;51;40
2454;1;51;0
2455;1;51;43
2456;1;51;0
2457;1;42;0
2458;1;30;0
2459;1;32;33
2460;1;44;33
2461;1;51;45
2462;1;51;0
2463;1;56;45
2464;1;56;0
2465;1;51;34
2466;1;51;0
2467;1;54;38
2468;1;54;0
2469;1;44;0
2470;1;32;0
2471;1;49;34
2472;1;52;45
2473;1;44;37
2474;1;37;35
2475;1;52;0
2476;1;56;27
2477;1;56;0
2478;1;56;45
2479;1;56;0
2480;1;56;30
2481;1;56;0
2482;1;56;25
2483;1;56;0
2484;1;49;0
2485;1;44;0
2486;1;37;0
2487;1;36;26
2488;1;48;24
2489;1;56;46
2490;1;44;20
2491;1;56;0
2492;1;56;27
2493;1;56;0
2494;1;56;25
2495;1;56;0
2496;1;56;40
2497;1;56;0
2498;1;44;0
2499;1;48;0
2500;1;36;0
2501;1;37;20
2502;1;56;27
2503;1;49;25
2504;1;56;0
2505;1;56;46
2506;1;56;0
2507;1;49;0
2508;1;37;0
2509;1;42;30
2510;1;30;35
2511;1;30;0
2512;1;42;0
2513;1;47;35
2514;1;56;31
2515;1;35;37
2516;1;56;0
2517;1;56;34
2518;1;56;0
2519;1;35;0
2520;1;47;0
2521;1;35;35
2522;1;47;22
2523;1;47;0
2524;1;35;0
2525;1;40;41
2526;1;52;32
2527;1;56;20
2528;1;56;0
2529;1;52;0
2530;1;40;0
2531;1;51;40
2532;1;39;33
2533;1;39;0
2534;1;51;0
2535;1;52;36
2536;1;40;42
2537;1;40;0
2538;1;52;0
2539;1;39;58
2540;1;51;57
2541;1;51;0
2542;1;39;0
2543;1;37;57
2544;1;49;65
2545;1;49;0
2546;1;37;0
2547;1;44;40
2548;1;48;60
2549;1;36;51
2550;1;36;0
2551;1;48;0
2552;1;44;0
2553;1;37;38
2554;1;49;36
2555;1;44;43
2556;1;44;0
2557;1;49;0
2558;1;37;0
2559;1;42;17
2560;1;30;34
2561;1;30;0
2562;1;42;0
2563;1;32;26
2564;1;44;30
2565;1;44;0
2566;1;32;0
2567;1;49;25
2568;1;37;29
2569;1;37;0
2570;1;49;0
2571;1;42;49
2572;1;54;48
2573;1;54;0
2574;1;42;0
2575;1;45;79
2576;1;45;0
2577;1;42;31
2578;1;54;31
2579;1;54;0
2580;1;42;0
2581;1;49;34
2582;1;37;27
2583;1;37;0
2584;1;49;0
2585;1;54;44
2586;1;42;50
2587;1;42;0
2588;1;54;0
2589;1;45;72
2590;1;45;0
2591;1;42;39
2592;1;54;30
2593;1;54;0
2594;1;42;0
2595;1;37;35
2596;1;49;25
2597;1;49;0
2598;1;37;0
2599;1;42;26
2600;1;30;28
2601;1;30;0
2602;1;42;0
2603;1;39;38
2604;1;51;29
2605;1;51;0
2606;1;39;0
2607;1;40;32
2608;1;52;24
2609;1;52;0
2610;1;40;0
2611;1;37;37
2612;1;49;39
2613;1;49;0
2614;1;37;0
2615;1;51;38
2616;1;39;39
2617;1;39;0
2618;1;51;0
2619;1;36;39
2620;1;56;38
2621;1;48;35
2622;1;56;0
2623;1;48;0
2624;1;36;0
2625;1;56;38
2626;1;49;33
2627;1;37;36
2628;1;56;0
2629;1;37;0
2630;1;49;0
2631;1;54;48
2632;1;45;34
2633;1;33;29
2634;1;54;0
2635;1;54;46
2636;1;54;0
2637;1;33;0
2638;1;45;0
2639;1;32;44
2640;1;44;40
2641;1;56;54
2642;1;56;0
2643;1;44;0
2644;1;32;0
2645;1;30;45
2646;1;42;44
2647;1;42;0
2648;1;30;0
2649;1;32;43
2650;1;56;45
2651;1;44;31
2652;1;56;0
2653;1;56;32
2654;1;56;0
2655;1;44;0
2656;1;32;0
2657;1;54;13
2658;1;32;35
2659;1;44;30
2660;1;54;0
2661;1;54;42
2662;1;54;0
2663;1;44;0
2664;1;32;0
2665;1;44;27
2666;1;52;39
2667;1;37;33
2668;1;52;0
2669;1;56;34
2670;1;56;0
2671;1;56;44
2672;1;56;0
2673;1;56;36
2674;1;56;0
2675;1;44;0
2676;1;56;43
2677;1;44;61
2678;1;56;0
2679;1;44;0
2680;1;44;61
2681;1;37;0
2682;1;44;0
2683;1;36;52
2684;1;44;46
2685;1;56;51
2686;1;56;0
2687;1;56;46
2688;1;56;0
2689;1;56;44
2690;1;56;0
2691;1;44;0
2692;1;56;56
2693;1;44;64
2694;1;56;0
2695;1;44;0
2696;1;44;48
2697;1;36;0
2698;1;44;0
2699;1;56;45
2700;1;44;55
2701;1;37;43
2702;1;56;0
2703;1;44;0
2704;1;44;69
2705;1;44;0
2706;1;44;62
2707;1;37;0
2708;1;44;0
2709;1;32;60
2710;1;44;60
2711;1;44;0
2712;1;32;0
2713;1;44;49
2714;1;56;36
2715;1;56;0
2716;1;54;56
2717;1;44;0
2718;1;44;51
2719;1;44;0
2720;1;54;0
2721;1;52;51
2722;1;37;44
2723;1;44;52
2724;1;52;0
2725;1;44;0
2726;1;37;0
2727;1;44;61
2728;1;44;0
2729;1;44;64
2730;1;44;0
2731;1;32;54
2732;1;44;61
2733;1;44;0
2734;1;32;0
2735;1;44;56
2736;1;56;52
2737;1;56;0
2738;1;54;47
2739;1;44;0
2740;1;44;51
2741;1;44;0
2742;1;54;0
2743;1;44;46
2744;1;52;49
2745;1;37;47
2746;1;52;0
2747;1;56;45
2748;1;56;0
2749;1;56;30
2750;1;44;0
2751;1;56;0
2752;1;49;54
2753;1;52;29
2754;1;52;0
2755;1;56;33
2756;1;56;0
2757;1;56;40
2758;1;56;0
2759;1;52;34
2760;1;49;0
2761;1;52;0
2762;1;44;38
2763;1;49;38
2764;1;49;0
2765;1;52;35
2766;1;44;0
2767;1;52;0
2768;1;56;51
2769;1;56;0
2770;1;52;37
2771;1;52;0
2772;1;49;36
2773;1;49;0
2774;1;44;33
2775;1;44;0
2776;1;49;36
2777;1;49;0
2778;1;44;40
2779;1;44;0
2780;1;40;44
2781;1;40;0
2782;1;44;39
2783;1;44;0
2784;1;40;41
2785;1;37;0
2786;1;40;0
2787;1;37;43
2788;1;37;0
2789;1;37;33
2790;1;44;33
2791;1;49;27
2792;1;52;34
2793;1;56;51
2794;1;56;0
2795;1;49;0
2796;1;37;0
2797;1;44;0
2798;1;52;0
2799;1;37;22
2800;1;49;23
2801;1;44;29
2802;1;52;18
2803;1;56;38
2804;1;56;0
2805;1;44;0
2806;1;37;0
2807;1;49;0
2808;1;52;0
